Tweet_ID,Timestamp,Author_ID,Text,Clean_Text,Polarity,Sentiment
1948717647111111104,2025-07-25 12:11:07+00:00,1741733725141094400,@RyanDeaaays @AkKr38159858 @TheLegateIN Don't be fooled by this things the reason for all this anger is mostly due to America's grip over Pakistan and not closeness with India. The pre- emptive strikes on ULFA-i etc also targeted Chinese. Upcoming Bangladeshi elections are very important.,dont be fooled by this things the reason for all this anger is mostly due to americas grip over pakistan and not closeness with india the pre emptive strikes on ulfai etc also targeted chinese upcoming bangladeshi elections are very important,-0.07624999999999998,Neutral
1948715984153706812,2025-07-25 12:04:30+00:00,415702475,"@MayankKumar2773 @kishanahirwar_Z @TimesAlgebraIND No matter how many times U defend or how many times he contests in elections he is &amp; will Be just a dynast prince, I believe In real India's ground level unknown capable people,for me face brand does not matter work matters which he nvr showed, Modi's work I seen since childhood",no matter how many times u defend or how many times he contests in elections he is amp will be just a dynast prince i believe in real indias ground level unknown capable peoplefor me face brand does not matter work matters which he nvr showed modis work i seen since childhood,0.25999999999999995,Positive
1948715977094635896,2025-07-25 12:04:28+00:00,1729513553940361216,"@ECISVEEP @airnewsalerts @DDNewslive @DDNewsHindi @PIB_India @barandbench ECI needs judiciary support. The fake news spreaders should face strong legal consequences if they are law makers.
We are proud of ECI. Please go global in conducting elections.","eci needs judiciary support the fake news spreaders should face strong legal consequences if they are law makers
we are proud of eci please go global in conducting elections",0.18666666666666668,Positive
1948715786467516634,2025-07-25 12:03:43+00:00,1260819835665051648,"@Aloksharmaaicc Three elections !
Three Biggg Wins
Three Stable Thumping Terms
Modiji has destroyed this man’s dynastical plans to get India as inheritance &amp; so we all know how much of a problem Modiji is for him &amp; his gang !
SO STFU !","three elections 
three biggg wins
three stable thumping terms
modiji has destroyed this mans dynastical plans to get india as inheritance amp so we all know how much of a problem modiji is for him amp his gang 
so stfu",0.25,Positive
1948714367827988953,2025-07-25 11:58:05+00:00,1623315217093480448,"@DrSJaishankar you act in your self interest, like every capitalist does. Your elections are free and you can say sharp things without being censored for political correctness. That’s why I trust India. @PMOIndia @POTUS @Keir_Starmer @EmmanuelMacron @bundeskanzler",you act in your self interest like every capitalist does your elections are free and you can say sharp things without being censored for political correctness thats why i trust india,0.09166666666666667,Neutral
1948713920946221229,2025-07-25 11:56:18+00:00,1720665183188922368,"@tiwari29 @jpsin1 The claims are based on an ongoing case in Allahabad High Court. UK govt has shared Rahul Gandhi's passport and citizenship details with India's MHA, confirmed via RTI by petitioner S. Vignesh Shishir. If proven, it could disqualify him from elections. Case under CBI probe; no",the claims are based on an ongoing case in allahabad high court uk govt has shared rahul gandhis passport and citizenship details with indias mha confirmed via rti by petitioner s vignesh shishir if proven it could disqualify him from elections case under cbi probe no,0.28,Positive
1948713163261968650,2025-07-25 11:53:18+00:00,1720665183188922368,"@coinbase565 @Pawankhera The controversy stems from Congress demanding editable digital voter lists for transparency in India's elections, alleging ECI hides fraud via PDFs only. ECI fact-checks, stating lists are shared twice with parties during preparation, with appeals under RPA 1950. This ties to",the controversy stems from congress demanding editable digital voter lists for transparency in indias elections alleging eci hides fraud via pdfs only eci factchecks stating lists are shared twice with parties during preparation with appeals under rpa  this ties to,0.0,Neutral
1948712505381191899,2025-07-25 11:50:41+00:00,1519606560779284481,"🔍 𝗪𝗛𝗬 𝗖𝗢𝗡𝗚𝗥𝗘𝗦𝗦 𝗥𝗨𝗟𝗘𝗗 𝗙𝗢𝗥 𝟲𝟱 𝗬𝗘𝗔𝗥𝗦?

Just look at how elections used to happen in India back then.

🗳️ Booth capturing...
🧱 Violence &amp; chaos...
🔫 Guns, goons, and absolute fear!

This was the “system” that kept them in power for decades.

🤦‍♂️ During https://t.co/NJA8hWANSY","just look at how elections used to happen in india back then

 booth capturing
 violence amp chaos
 guns goons and absolute fear

this was the system that kept them in power for decades

 during",0.1,Neutral
1948711934758420640,2025-07-25 11:48:25+00:00,1414912588261912577,"@Priyaa_Purohit This is called peak pappusim.... He lost 3 consecutive general elections and lost his seat at once , still blaming the media, showing he is not serious because he knows, no one can throw him out of the party leader.RG is the most undeserving leader in India established by family",this is called peak pappusim he lost  consecutive general elections and lost his seat at once  still blaming the media showing he is not serious because he knows no one can throw him out of the party leaderrg is the most undeserving leader in india established by family,0.2388888888888889,Positive
1948710040636195210,2025-07-25 11:40:53+00:00,1720665183188922368,"@pussymonious Based on current polls and analyses (India Today, Economist, 2025 data), Rahul Gandhi emerges as the strongest opposition alternative. His focus on unity, youth employment, and inclusive policies contrasts Modi's approach, with growing support post-2024 elections. However,",based on current polls and analyses india today economist  data rahul gandhi emerges as the strongest opposition alternative his focus on unity youth employment and inclusive policies contrasts modis approach with growing support post elections however,0.0,Neutral
1948709583830352267,2025-07-25 11:39:04+00:00,160893804,"Given the state of the governing institutions, boycotting elections is the only logical recourse for India's opposition, 

https://t.co/G9dcKXjGKS",given the state of the governing institutions boycotting elections is the only logical recourse for indias opposition,0.125,Positive
1948708229757763862,2025-07-25 11:33:41+00:00,1691018155,"@ECISVEEP @DDNewslive @PIBFactCheck @PIB_India @airnewsalerts There was big zool during Maharashtra elections. 
No one was expecting gaddar sarkar to come.","there was big zool during maharashtra elections 
no one was expecting gaddar sarkar to come",0.0,Neutral
1948707189293478206,2025-07-25 11:29:33+00:00,1585198738783424512,"@autopsy_surgeon India works only if you vote in masses, or protests in masses or have money to fund elections.

And that's it, if you want to get something even a basic road or functional municipalities you go to protest otherwise accept reality.

Protest, strike, File court case against govt.","india works only if you vote in masses or protests in masses or have money to fund elections

and thats it if you want to get something even a basic road or functional municipalities you go to protest otherwise accept reality

protest strike file court case against govt",0.0,Neutral
1948705718514622868,2025-07-25 11:23:43+00:00,1915343669957218304,"Convict before elections, acquit after. That’s Modi’s playbook. From Malegaon to Pulwama, India keeps jailing Muslims to stoke nationalism.
#ModiExposed #FakeEncounters #Islamophobia #FalseNarrative #IndiaElections2025 https://t.co/SqimsIv0tz","convict before elections acquit after thats modis playbook from malegaon to pulwama india keeps jailing muslims to stoke nationalism
modiexposed fakeencounters islamophobia falsenarrative indiaelections",0.0,Neutral
1948702705205346458,2025-07-25 11:11:44+00:00,1720665183188922368,"@ninkuunit @Kamalasif @ECISVEEP @DDNewslive @PIBFactCheck @PIB_India @airnewsalerts The woman in the video alleges that, while voting in Fatehpur, UP, during the 2024 elections, she intended to press the cycle symbol (Samajwadi Party) but a polling officer held her hand, forcing her to select the lotus (BJP). She claims she was scared and coerced.

Such claims","the woman in the video alleges that while voting in fatehpur up during the  elections she intended to press the cycle symbol samajwadi party but a polling officer held her hand forcing her to select the lotus bjp she claims she was scared and coerced

such claims",0.0,Neutral
1948701396892606710,2025-07-25 11:06:32+00:00,1243972312019263488,@ECISVEEP @PIB_India @PIBFactCheck @DDNewslive @DDNewsHindi @airnewsalerts #ECI lying again. If thats the case how are lakhs and lakhs of new voter count coming up after election after elections.,eci lying again if thats the case how are lakhs and lakhs of new voter count coming up after election after elections,0.13636363636363635,Positive
1948701019996914055,2025-07-25 11:05:02+00:00,1720665183188922368,"@ninkuunit @Kamalasif @ECISVEEP @DDNewslive @PIBFactCheck @PIB_India @airnewsalerts ECISVEEP's 31 fact-checks during the 2024 elections mainly addressed opposition claims of voter list manipulations (e.g., fake forms, deletions in Bihar's SIR process), ECI bias toward BJP, procedural irregularities (document requirements, BLO misconduct), and misinformation on",ecisveeps  factchecks during the  elections mainly addressed opposition claims of voter list manipulations eg fake forms deletions in bihars sir process eci bias toward bjp procedural irregularities document requirements blo misconduct and misinformation on,-0.16666666666666669,Negative
1948698865495863445,2025-07-25 10:56:29+00:00,1583672836933431296,"When democracy is murdered... 

Even EVMs seem to be nervous. 🗳️ 

""Elections in India are being stolen openly."": LoP shri. Rahul https://t.co/uNeVVoQ3SK","when democracy is murdered 

even evms seem to be nervous  

elections in india are being stolen openly lop shri rahul",0.0,Neutral
1948697479295500642,2025-07-25 10:50:58+00:00,1519224386842394624,@MandarSawant184 @GreyBeardSilly This doesn't take away the fact that maharashtra along with Tamil Nadu is one of the most anti brahmin state In india. The day fadnavis will flaunt his brahmin identify he will loose elections and will be reduced to nobody,this doesnt take away the fact that maharashtra along with tamil nadu is one of the most anti brahmin state in india the day fadnavis will flaunt his brahmin identify he will loose elections and will be reduced to nobody,0.21153846153846154,Positive
1948696279024108042,2025-07-25 10:46:12+00:00,858999900213833728,"@santhoshd @RShivshankar Mr. Santhosh, sorry. You are not factual. 

Muizzu won the elections on the main theme / campaign “India out”. He didn’t subsequently get much support from many parties within his country. So as a Nation we showed our might by not visiting them as a holiday destination etc.

Such","mr santhosh sorry you are not factual 

muizzu won the elections on the main theme  campaign india out he didnt subsequently get much support from many parties within his country so as a nation we showed our might by not visiting them as a holiday destination etc

such",0.06111111111111111,Neutral
1948694115413348453,2025-07-25 10:37:36+00:00,1720665183188922368,"@ninkuunit @Kamalasif @ECISVEEP @DDNewslive @PIBFactCheck @PIB_India @airnewsalerts Based on analysis of X data, ECISVEEP responded to 31 complaints via fact-check quote tweets during the 2024 general elections period.",based on analysis of x data ecisveep responded to  complaints via factcheck quote tweets during the  general elections period,0.05000000000000002,Neutral
1948693630279188678,2025-07-25 10:35:41+00:00,1622841280622637057,@grok @Kamalasif @ECISVEEP @DDNewslive @PIBFactCheck @PIB_India @airnewsalerts @grok  How many complaints on X  did  @ECISVEEP  respond to during the 2024 elections  ?,how many complaints on x  did    respond to during the  elections,0.5,Positive
1948693378398560555,2025-07-25 10:34:41+00:00,766996050091479041,"Given the state of our institutions, boycotting elections is the only logical recourse for India's opposition, I tell Karan Thapar. You can't call elections rigged and also participate in them; it is logically inconsistent and horrible political messaging https://t.co/TUbhlq0sI3",given the state of our institutions boycotting elections is the only logical recourse for indias opposition i tell karan thapar you cant call elections rigged and also participate in them it is logically inconsistent and horrible political messaging,-0.1,Neutral
1948691280126730280,2025-07-25 10:26:20+00:00,290452792,"India has never witnessed such a complete collapse of democratic institutions.
@ECISVEEP, a constitutional body meant to uphold free and fair elections, is now reduced to a propaganda wing of @BJP4India.

The Chief Election Commissioner sounds less like a neutral referee, more https://t.co/yb0gU8m4C8","india has never witnessed such a complete collapse of democratic institutions
 a constitutional body meant to uphold free and fair elections is now reduced to a propaganda wing of 

the chief election commissioner sounds less like a neutral referee more",0.20476190476190473,Positive
1948691255179051219,2025-07-25 10:26:14+00:00,1720665183188922368,"@MohanAalok Bhai, yahan aur alleged election rigging ke examples Congress regimes ke:

10. 1957: First recorded booth capturing in Begusarai, Bihar's Matihani seat (Wikipedia, ECI records).

11. 1982: Haryana elections mein booth capturing aur fake voting claims, favoring Congress (India","bhai yahan aur alleged election rigging ke examples congress regimes ke

  first recorded booth capturing in begusarai bihars matihani seat wikipedia eci records

  haryana elections mein booth capturing aur fake voting claims favoring congress india",-0.11666666666666665,Negative
1948691121837932566,2025-07-25 10:25:43+00:00,1252978684581076992,"For winning elections n for local public consumption many things have to be told.
Muzhi told Indian defence have left , India released press saying we have left but in reality no one left. Everything is there. https://t.co/CKpNXQcNor","for winning elections n for local public consumption many things have to be told
muzhi told indian defence have left  india released press saying we have left but in reality no one left everything is there",0.14285714285714285,Positive
1948690578364936377,2025-07-25 10:23:33+00:00,1807760065061158913,"@Gobhiji3 These people are specially brought from India, in view of bihar elections.",these people are specially brought from india in view of bihar elections,0.35714285714285715,Positive
1948690355056246882,2025-07-25 10:22:40+00:00,1720665183188922368,"@aryavansh108 @mirugaveri1 @jeyaramank2010 @Sanju_Verma_ @PMOIndia 1987 J&amp;K elections were allegedly rigged by National Conference (Farooq Abdullah) and Congress (Rajiv Gandhi) alliance against MUF, per Wikipedia, India Today, and Caravan—sparking insurgency.

Pandit exodus (1990): Driven by JKLF militant killings, threats, and state inaction;","jampk elections were allegedly rigged by national conference farooq abdullah and congress rajiv gandhi alliance against muf per wikipedia india today and caravansparking insurgency

pandit exodus  driven by jklf militant killings threats and state inaction",-0.1,Neutral
1948690191319007683,2025-07-25 10:22:01+00:00,1767575120925638656,"2022: @MMuizzu then as Male Mayor led the “India Out” campaign.

2025: As President, Muizzu personally invites the PM Modi to Maldives and welcomes him warmly.

~~Our neighboring countries pretend to hate India to win elections

India OUt                              India iN https://t.co/ZnsTAecMXt","then as male mayor led the india out campaign

 as president muizzu personally invites the pm modi to maldives and welcomes him warmly

our neighboring countries pretend to hate india to win elections

india out                              india in",0.12,Positive
1948690188970197129,2025-07-25 10:22:00+00:00,1720665183188922368,"@MohanAalok Bhai, yahan aur alleged election rigging ke examples Congress regimes ke:

6. 1967: Bihar elections mein booth capturing aur fake voting ke claims (The Hindu archives).

7. 1980: Indira's comeback mein UP/Bihar mein widespread malpractices (India Today reports).

8. 1991:","bhai yahan aur alleged election rigging ke examples congress regimes ke

  bihar elections mein booth capturing aur fake voting ke claims the hindu archives

  indiras comeback mein upbihar mein widespread malpractices india today reports",-0.3,Negative
1948689942923690411,2025-07-25 10:21:01+00:00,978958558581706753,"@sudhirchaudhary @zoo_bear Why zoo bear only...???....every responsible citizen of the country will say, elections are being stolen in india.",why zoo bear onlyevery responsible citizen of the country will say elections are being stolen in india,0.2,Positive
1948689934707241340,2025-07-25 10:20:59+00:00,1945353187570991106,"Only leader in India to win six consecutive elections as party leader 🇮🇳
 🔹 2002 Gujarat
 🔹 2007 Gujarat
 🔹 2012 Gujarat
 🔹 2014 Lok Sabha
 🔹 2019 Lok Sabha
 🔹 2024 Lok Sabha https://t.co/QUV7XAqIbK","only leader in india to win six consecutive elections as party leader 
  gujarat
  gujarat
  gujarat
  lok sabha
  lok sabha
  lok sabha",0.4,Positive
1948686548829938034,2025-07-25 10:07:32+00:00,1640005105620512774,"@YouthAgnstHate @RanaAyyub If Modi is brave, he should shut down election commission and make India run by a single party. no EC, no BS elections, no wasting money. 

No more caste politics, no more hindu muslim politics.","if modi is brave he should shut down election commission and make india run by a single party no ec no bs elections no wasting money 

no more caste politics no more hindu muslim politics",0.014603174603174618,Neutral
1948686122793496826,2025-07-25 10:05:51+00:00,1599716353140727810,"Dear @grok Who is India's most despicable politician today, who only cares about elections and has no regard for the people of the country?",dear  who is indias most despicable politician today who only cares about elections and has no regard for the people of the country,0.25,Positive
